id,name,style,type,grade,price,description,modelPath,imagePath
fig_moon_princess_wooden,목공 달공주,우드카빙,model,A,85000,"손으로 조각한 나무의 온기가 느껴지는 달공주. 달빛처럼 은은한 눈빛과 쌍발머리가 목재의 자연스러운 결을 더하며, 수집가들의 감성을 자극합니다.",assets/models/fig_moon_princess_wooden.glb,
fig_ninja_kunoichi_chibi,살아있는 살구색 살구,치비,model,B,25000,"두 배로 귀여운 차비 스타일의 닌자 카누코이치. 손가락 사이로 날아갈 듯한 쿠나이를 쥐고, 날카로운 눈빛이 매력 포인트. 책상 위에 올려두면 매일 설레는 하교길.",assets/models/fig_ninja_kunoichi_chibi.glb,
fig_ninja_kunoichi_clay,점토의 숨결 닌자,클레이,model,A,35000,"손끝으로 빚은 점토의 온기가 느껴지는 닌자. 거친 질감 속에서도 날카로운 포즈가 살아있어, 컬렉션의 따뜻한 색을 채워줄 특별한 존재.",assets/models/fig_ninja_kunoichi_clay.glb,
fig_ninja_kunoichi_mech,메카닉 닌자,메카닉,model,A,45000,"강철의 관절과 갑옷이 결합된 닌자. 역동적인 점프 포즈로 전투 준비를 마친 듯, 메탈릭한 광택이 빛나는 한정판 피규어.",assets/models/fig_ninja_kunoichi_mech.glb,
fig_ninja_kunoichi_metallic,크롬 닌자,메탈릭,model,S,65000,"반짝이는 크롬 도금 갑옷이 빛을 머금고 있는 닌자. 차가운 금속의 느낌과 날카로운 눈빛이 어우러져, 소장욕을 자극하는 럭셔리한 피규어.",assets/models/fig_ninja_kunoichi_metallic.glb,
fig_ninja_kunoichi_plush,솜뭉치 닌자,플러시,model,A,30000,"부드러운 솜뭉치 질감이 매력적인 닌자. 포즈는 날카롭지만 촉감은 온화하여, 집안 어디든 놓아두어도 좋은 귀여운 소품.",assets/models/fig_ninja_kunoichi_plush.glb,
fig_ninja_kunoichi_realistic,리얼 닌자,리얼리스틱,model,S,85000,실제 인물과 같은 디테일과 비율을 완벽히 재현한 닌자. 생동감 넘치는 눈빛과 갑옷의 질감이 살아있는 듯한 초상급 피규어.,assets/models/fig_ninja_kunoichi_realistic.glb,
fig_ninja_kunoichi_stylized,카툰 닌자,스타일라이즈드,model,B,28000,"4 배로 귀여운 카툰 스타일의 닌자. 과장된 포즈와 캐릭터성이 돋보이며, 애니메이션 팬들에게 사랑받는 컬러풀한 피규어.",assets/models/fig_ninja_kunoichi_stylized.glb,
fig_ninja_kunoichi_vinyl,비닐 닌자,바이닐토이,model,A,40000,광택 있는 비닐 재질이 매력적인 디자이너 토이. 세련된 디자인과 함께 수집가들에게 인기가 높은 한정판 피규어.,assets/models/fig_ninja_kunoichi_vinyl.glb,
fig_ninja_kunoichi_wooden,목공 닌자,우드카빙,model,A,42000,손으로 조각한 목공품의 온기가 느껴지는 닌자. 자연스러운 나무 질감과 고전적인 포즈가 어우러진 한정판 피규어.,assets/models/fig_ninja_kunoichi_wooden.glb,
fig_office_secret_agent_chibi,살아있는 살구색 살구,치비,model,S,95000,"안경을 내리면서 숨겨진 권총을 들고, composed killer smile 을 가진 미소녀 비밀요원. 책상 위에 올려두면 매일 설레는 하교길.",assets/models/fig_office_secret_agent_chibi.glb,
fig_office_secret_agent_mech,데드아이 사무라이,메카닉,model,S,120000,"사무실의 암살자, 메탈릭 갑옷이 빛나는 그녀의 눈빛은 차갑다. 브리프케이스 속 숨겨진 권총과 함께, 차분한 미소로 당신의 책상을 지키는 완벽한 파트너.",assets/models/fig_office_secret_agent_mech.glb,
fig_office_secret_agent_pixel,픽셀 사무라이,복셀픽셀,model,A,85000,8비트 세계의 사무실 전사! 블록으로 쌓인 그녀의 갑옷이 귀엽고 강인한 매력을 동시에 발산. 게임 캐릭터 수집가에게 꼭 필요한 리얼한 픽셀 피규어.,assets/models/fig_office_secret_agent_pixel.glb,
fig_office_secret_agent_plush,솜뭉치 사무라이,플러시,model,B,45000,단단한 메탈 대신 부드러운 솜뭉치! 귀여운 표정과 숨겨진 권총의 갭 모에가 매력 포인트. 책상 위에 올려두면 매일 설레는 하교길.,assets/models/fig_office_secret_agent_plush.glb,
fig_office_secret_agent_vinyl,글로시 사무라이,바이닐토이,model,A,95000,"유리처럼 반짝이는 비닐 재질의 디자인 토이. 사무실 암살자의 매력을 극대화한 글로시한 표면이 빛을 발하며, 수집가들의 시선을 사로잡는다.",assets/models/fig_office_secret_agent_vinyl.glb,
fig_pirate_siren_mech,해적선 크로메,메카닉,model,SS,180000,"보물섬의 여왕, 메탈릭 갑옷이 빛나는 그녀의 눈빛은 위험하다. 보물더미 위에 누운 포즈와 함께, 당신의 집으로 초대하는 위험한 매력.",assets/models/fig_pirate_siren_mech.glb,
fig_pirate_siren_pixel,픽셀 해적선,복셀픽셀,model,A,85000,8비트 세계의 해적선! 블록으로 쌓인 그녀의 갑옷이 귀엽고 강인한 매력을 동시에 발산. 게임 캐릭터 수집가에게 꼭 필요한 리얼한 픽셀 피규어.,assets/models/fig_pirate_siren_pixel.glb,
fig_pirate_siren_realistic,리얼 해적선,리얼리스틱,model,S,250000,완벽하게 재현된 해적선! 섬세한 피부와 보석 장식이 빛나는 그녀의 눈빛은 위험하다. 보물섬의 여왕이 당신의 집으로 초대하는 위험한 매력.,assets/models/fig_pirate_siren_realistic.glb,
fig_pirate_siren_stylized,카툰 해적선,스타일라이즈드,model,B,65000,4个头高的 카툰 캐릭터! 귀여운 표정과 보석 장식이 빛나는 그녀의 눈빛은 위험하다. 보물섬의 여왕이 당신의 집으로 초대하는 위험한 매력.,assets/models/fig_pirate_siren_stylized.glb,
fig_pirate_siren_vinyl,글로시 해적선,바이닐토이,model,A,95000,"유리처럼 반짝이는 비닐 재질의 디자인 토이. 해적선의 매력을 극대화한 글로시한 표면이 빛을 발하며, 수집가들의 시선을 사로잡는다.",assets/models/fig_pirate_siren_vinyl.glb,
fig_pirate_siren_wooden,목공 해적선,우드카빙,model,SS,280000,수공예 목공품! 나무의 온기와 보석 장식이 빛나는 그녀의 눈빛은 위험하다. 보물섬의 여왕이 당신의 집으로 초대하는 위험한 매력.,assets/models/fig_pirate_siren_wooden.glb,
fig_punk_guitarist_chibi,반란의 치비 기타리스트,치비,model,A,45000,오버사이즈 앰프 체인 액세서리와 함께 리프를 치는 그녀의 격렬한 미소가 반짝인다. 치비 스타일의 귀여움과 반항적인 매력의 완벽한 조화. 책상 위에 올려두면 집 전체가 활기차게 변한다!,assets/models/fig_punk_guitarist_chibi.glb,
fig_sakura_spellblade_chibi,꽃잎의 치비 마법소녀,치비,model,B,35000,꽃잎으로 덮인 검을 든 그녀의 우아한 결의가 마음을 사로잡는다. 마법 서리들이 빛나는 3D 피규어. 방에 놓아두면 매일 아침 마법적인 아침을 시작할 수 있어.,assets/models/fig_sakura_spellblade_chibi.glb,
fig_sakura_spellblade_clay,점토의 마법소녀,클레이,model,C,25000,"매트 핀이시와 점토의 질감이 돋보이는 마법소녀 피규어. 손으로 빚은 듯한 따뜻한 감성이 느껴지며, 꽃잎과 검의 디테일이 돋보인다. 컬렉션의 따뜻한 포인트.",assets/models/fig_sakura_spellblade_clay.glb,
fig_sakura_spellblade_realistic,현실의 마법소녀,리얼리스틱,model,S,120000,실사급 디테일과 비현실적인 마력이 공존. 꽃잎과 검의 문양이 생생하게 살아있는 리얼 피규어. 책상 위에 올려두면 마치 그녀가 방에 들어와 있는 듯한 착각을 불러일으킨다.,assets/models/fig_sakura_spellblade_realistic.glb,
fig_samurai_princess_clay,점토의 사무라이 공주,클레이,model,C,28000,"유리 코팅 갑옷과 점토의 매끄러운 질감이 어우러진 우아한 피규어. 공주의 고귀함과 사무라이의 용맹함이 조화되어 있어, 컬렉션의 고급스러운 포인트.",assets/models/fig_samurai_princess_clay.glb,
fig_samurai_princess_pixel,픽셀의 사무라이 공주,복셀픽셀,model,B,32000,"로폴리 블록과 픽셀 아트가 어우러진 독특한 디자인. 게임 속 캐릭터처럼 귀엽고 개성 넘치는 피규어로, 오타쿠 감성을 자극하는 컬렉션의 재미있는 아이템.",assets/models/fig_samurai_princess_pixel.glb,
fig_samurai_princess_plush,솜뭉치 사무라이 공주,플러시,model,C,22000,"부드러운 천 소재로 제작된 귀여운 스타플러. 갑옷과 검도 부드러운 소재로 재현되어, 안고 싶을 정도로 쾌적하고 사랑스러운 피규어. 집의 따뜻한 분위기.",assets/models/fig_samurai_princess_plush.glb,
fig_samurai_princess_realistic,현실의 사무라이 공주,리얼리스틱,model,S,130000,실사급 디테일과 비현실적인 공주의 매력이 공존. 갑옷의 광택과 눈빛이 생생하게 살아있는 리얼 피규어. 책상 위에 올려두면 마치 그녀가 방에 들어와 있는 듯한 착각을 불러일으킨다.,assets/models/fig_samurai_princess_realistic.glb,
fig_samurai_princess_vinyl,글로시 비닐 사무라이 공주,바이닐토이,model,A,85000,"광택 비닐 재질로 제작된 디자이너 토이. 고급스러운 광택과 디테일이 돋보이며, 컬렉션의 고급스러운 포인트. 오타쿠들의 열렬한 지지를 받는 아이템.",assets/models/fig_samurai_princess_vinyl.glb,
fig_samurai_princess_wooden,목공의 사무라이 공주,우드카빙,model,C,30000,"손으로 조각한 목공 아트의 따뜻한 감성이 느껴지는 피규어. 자연스러운 나무 질감과 공주의 고귀함이 어우러져, 컬렉션의 독특한 포인트.",assets/models/fig_samurai_princess_wooden.glb,
fig_shrine_archer_chibi,신전 아처 치비,치비,model,C,5000,두 배로 귀여운 치비 아처! 작은 몸에도 숨은 결의가 느껴지는 눈빛이 매력적이야. 흰색 배경에 깔끔하게 포즈를 취한 모습은 책상 위에 올려두기에도 완벽한 소품이 될 거야!,assets/models/fig_shrine_archer_chibi.glb,
fig_shrine_archer_clay,점토의 신전 아처,클레이,model,B,12000,"손으로 빚은 듯한 따뜻한 점토 질감! 부드러운 표면과 자연스러운 색감이 매력적인 아처. 손에 쥐고 싶은 온기가 느껴지는 소품으로, 집안 분위기를 한층 더 따뜻하게 만들어 줄 거야.",assets/models/fig_shrine_archer_clay.glb,
fig_shrine_archer_metallic,크롬 하트 아처,메탈릭,model,A,35000,반짝이는 크롬 도금 갑옷이 빛을 머금고 있어! 차가운 금속 질감 속에서도 아처의 따뜻한 눈빛이 돋보여. 빛이 반사되는 매력이 있어 방 안 어디에 놓아도 포인트가 될 거야!,assets/models/fig_shrine_archer_metallic.glb,
fig_shrine_archer_pixel,픽셀 아처,복셀픽셀,model,B,15000,"8비트 게임 속의 영웅이 되어라! 블록으로 구성된 픽셀 아트 스타일이 귀엽고 개성 있어. 게임 팬이라면 꼭 소장하고 싶은 아이템으로, 책상 위나 PC 케이스 옆에 놓으면 게임 분위기를 더 좋게 만들어 줄 거야!",assets/models/fig_shrine_archer_pixel.glb,
fig_shrine_archer_plush,솜뭉치 아처,플러시,model,C,8000,"부드러운 솜뭉치 질감의 아처! 작은 몸에 따뜻한 포근함이 느껴져. 스트레스를 받을 때 꼭 안고 싶은 소품으로, 귀여운 표정과 작은 활이 매력 포인트야. 집안 어디에 놓아도 귀여운 존재가 될 거야!",assets/models/fig_shrine_archer_plush.glb,
fig_shrine_archer_realistic,리얼 아처,리얼리스틱,model,S,85000,"실사 같은 디테일이 돋보이는 아처! 섬세한 피부 질감과 옷자락의 움직임까지 완벽하게 재현해. 마치 캐릭터가 살아있는 듯한 생동감이 매력적이고, 수집가들에게는 필수 소장품이야!",assets/models/fig_shrine_archer_realistic.glb,
fig_shrine_archer_stylized,스타일 아처,스타일라이즈드,model,A,45000,"4 배 높이의 스타일리시한 아처! 과장된 비율과 깔끔한 라인업이 매력적이야. 만화나 애니메이션에서 보는 캐릭터의 느낌을 그대로 담은 디자인으로, 책상 위나 책장 위에 놓으면 시선을 사로잡을 거야!",assets/models/fig_shrine_archer_stylized.glb,
fig_shrine_archer_vinyl,비닐 아처,바이닐토이,model,S,95000,"광택 있는 비닐 재질의 아처! 디자이너 토이처럼 세련된 느낌과 고급스러운 광택이 매력적이야. 현대적인 감성과 캐릭터의 매력을 동시에 느낄 수 있는 아이템으로, 소장 가치가 높아!",assets/models/fig_shrine_archer_vinyl.glb,
fig_shrine_archer_wooden,목공 아처,우드카빙,model,A,65000,"손으로 조각한 듯한 목공 아처! 자연스러운 나무 질감과 따뜻한 색감이 매력적이야. 장인 정신이 느껴지는 소품으로, 집안 분위기를 한층 더 고급스럽게 만들어 줄 거야. 시간이 지날수록 더 빛날 아이템이야!",assets/models/fig_shrine_archer_wooden.glb,
fig_snake_empress_chibi,치비 뱀 황후,치비,model,A,75000,"귀여운 치비 뱀 황후! 왕관과 함께 우아하게 감긴 뱀의 몸이 매력적이야. 섹시하면서도 귀여운 분위기가 매력적이고, 책상 위에 올려두면 매일 설레는 존재가 될 거야. 소장 가치가 높은 아이템이야!",assets/models/fig_snake_empress_chibi.glb,
fig_snake_empress_clay,점토의 여왕,클레이,model,A,85000,"거대한 뱀의 꼬리를 감은 여왕의 눈빛이 압도적입니다. 거친 점토 질감에 황금관이 빛나며, 왕좌에 앉아 있는 우아한 포즈가 수집가들의 마음을 사로잡습니다.",assets/models/fig_snake_empress_clay.glb,
fig_snake_empress_mech,메카닉 여신,메카닉,model,B,120000,"정밀하게 조립된 관절과 갑옷이 빛을 발합니다. 기계의 냉철함과 여신의 우아함이 공존하는 이 피규어는, 기술의 정점과 미의 조화를 보여줍니다.",assets/models/fig_snake_empress_mech.glb,
fig_snake_empress_metallic,크롬 여제,메탈릭,model,S,180000,반짝이는 크롬 도금 갑옷이 주변을 비추는 듯한 압도적인 광채를 뿜어냅니다. 거울 같은 표면에서 비친 자신의 모습까지 완벽하게 재현한 한정판.,assets/models/fig_snake_empress_metallic.glb,
fig_snake_empress_pixel,픽셀 드래곤,복셀픽셀,model,C,55000,"8비트 게임 속의 보스처럼 귀엽고 재치 있는 디자인입니다. 블록으로 구성된 저폴리 모델이 오타쿠들의 향수를 자극하며, 게임 속 주인공이 되어보세요.",assets/models/fig_snake_empress_pixel.glb,
fig_snake_empress_plush,솜뭉치 여왕,플러시,model,C,45000,부드러운 솜뭉치 질감의 귀여운 피규어입니다. 황금관을 쓴 뱀 여왕이 안아주면 마음이 따뜻해집니다. 책상 위에 올려두면 매일 설레는 하교길의 동반자.,assets/models/fig_snake_empress_plush.glb,
fig_snake_empress_realistic,리얼 여제,리얼리스틱,model,SS,250000,살아있는 듯한 디테일과 비현실적인 아름다움이 공존합니다. 황금관이 빛나는 눈빛과 완벽한 비율이 현실을 초월하는 듯한 압도적인 매력을 선사합니다.,assets/models/fig_snake_empress_realistic.glb,
fig_snake_empress_vinyl,글로시 비닐,바이닐토이,model,A,95000,"유리처럼 반짝이는 비닐 재질의 디자이너 토이입니다. 광택이 살아있는 표면에서 빛나는 황금관이 고급스러움을 더하며, 컬렉터들의 사랑을 받습니다.",assets/models/fig_snake_empress_vinyl.glb,
fig_snake_empress_wooden,목공 여신,우드카빙,model,B,110000,손으로 조각한 목공 예술의 정수입니다. 자연스러운 나무 질감과 황금관이 어우러져 고전적인 우아함을 뿜어냅니다. 책상 위의 명품 장식품으로 완벽합니다.,assets/models/fig_snake_empress_wooden.glb,
fig_succubus_chibi,SD 데몬,치비,model,C,55000,두个头 높이의 귀여운 초소형 디자인입니다. 왕좌에 앉아 윙크하며 유혹하는 표정이 매력 포인트. 방에 놓아두면 매일 설레는 하교길의 동반자.,assets/models/fig_succubus_chibi.glb,
fig_succubus_clay,점토 데몬,클레이,model,A,85000,거친 점토 질감에 따뜻한 색감이 살아있는 귀여운 피규어입니다. 왕좌에 앉아 윙크하며 유혹하는 표정이 매력 포인트. 방에 놓아두면 매일 설레는 하교길의 동반자.,assets/models/fig_succubus_clay.glb,
fig_succubus_mech,메카닉 서큐버스,메카닉,model,A,85000,"기계식 관절과 갑옷이 완벽한 메카닉 서큐버스. 의자 위에 앉아 날개를 펴고 유혹적인 미소를 짓는 모습, 수집가들의 시선을 사로잡는 디테일한 조인트 구조!",assets/models/fig_succubus_mech.glb,
fig_succubus_metallic,크롬하트 서큐버스,메탈릭,model,B,75000,"반사되는 크롬 도금 갑옷이 빛나는 서큐버스. 왕좌 위에 앉아 유혹하는 눈빛과 함께, 고급스러운 메탈릭 광택이 소장욕을 자극한다.",assets/models/fig_succubus_metallic.glb,
fig_succubus_pixel,픽셀 서큐버스,복셀픽셀,model,C,55000,"8비트 게임 속의 서큐버스! 블록으로 된 귀여운 픽셀 아트 스타일. 레트로 감성과 귀여운 포즈가 어우러져, 게임 팬들의 마음을 사로잡는다.",assets/models/fig_succubus_pixel.glb,
fig_succubus_plush,솜뭉치 서큐버스,플러시,model,C,45000,"부드러운 솜뭉치 소재로 만든 귀여운 서큐버스. 의자에 앉아 웃는 귀여운 표정과 함께, 집안 장식용으로 완벽한 섹시한 소품!",assets/models/fig_succubus_plush.glb,
fig_succubus_stylized,카툰 서큐버스,스타일라이즈드,model,C,60000,4个头身比例的可爱卡通风格！虽然可爱，但依然保持着诱惑的诱惑力。适合放在书架上，作为动漫收藏的绝佳选择！,assets/models/fig_succubus_stylized.glb,
fig_succubus_vinyl,글로시 비닐 서큐버스,바이닐토이,model,B,70000,"유리처럼 반짝이는 비닐 도료로 마감된 서큐버스. 디자이너 토이처럼 세련된 광택과 디테일, 수집가들의 취향을 만족시키는 한정판!",assets/models/fig_succubus_vinyl.glb,
fig_succubus_wooden,목공 서큐버스,우드카빙,model,A,95000,"손으로 조각한 목공 예술의 정수! 고전적인 목재 질감과 서큐버스의 유혹적인 표정이 만나, 독특하고 고급스러운 컬렉션 아이템.",assets/models/fig_succubus_wooden.glb,
fig_tennis_ace_pixel,픽셀 테니스 아스,복셀픽셀,model,C,55000,"8비트 게임 속의 테니스 천재! 블록으로 된 귀여운 픽셀 아트 스타일과 집중된 눈빛이 어우러져, 스포츠 팬들의 마음을 사로잡는다.",assets/models/fig_tennis_ace_pixel.glb,
fig_thunder_sorceress_vinyl,볼트 마법소녀,바이닐토이,model,B,70000,"번개와 함께 춤추는 마법소녀! 비닐 도료의 광택과 전기 같은 에너지가 느껴지는 포즈, 마법소녀 팬들의 마음을 사로잡는 한정판!",assets/models/fig_thunder_sorceress_vinyl.glb,
fig_valkyrie_chibi,치비 발키리,치비,model,C,60000,2个头身比例的可爱卡通风格！虽然可爱，但依然保持着诱惑的诱惑力。适合放在书架上，作为动漫收藏的绝佳选择！,assets/models/fig_valkyrie_chibi.glb,
fig_valkyrie_clay,진흙의 여신,클레이,model,A,85000,"무거운 날개를 달고 강철 장막을 뚫는 바르키르. 점토 조각품처럼 따뜻한 색감의 갑옷에 흙먼지가 묻어 있어, 전투의 흔적이 살아있는 듯하다. 손에 쥔 창은 땅을 찌르며 승리의 기쁨을 외친다.",assets/models/fig_valkyrie_clay.glb,
fig_valkyrie_metallic,크롬하트 바르키르,메탈릭,model,S,150000,"빛나는 크롬 갑옷이 빛을 머금으며, 날카로운 창끝에서 차가운 기운이 느껴진다. 무거운 날개를 펼친 채 내려앉는 포즈는 압도적인 위엄을 뿜어낸다. 수집가라면 한 번도 놓칠 수 없는 명품.",assets/models/fig_valkyrie_metallic.glb,
fig_valkyrie_pixel,픽셀의 전사,복셀픽셀,model,B,45000,"8비트 게임 속의 영웅처럼, 블록으로 이루어진 날카로운 표정이 귀엽다. 저폴리 스타일의 날개와 갑옷은 레트로 감성을 자극하며, 게임 속 아바타를 현실로 불러온 듯한 묘한 설렘을 준다.",assets/models/fig_valkyrie_pixel.glb,
fig_valkyrie_plush,솜뭉치 바르키르,플러시,model,C,25000,부드러운 털과 따뜻한 색감의 갑옷이 어우러진 귀여운 스텀프 토이. 날개를 펼친 채 내려앉는 포즈는 마치 안아주고 싶게 만드는 포근한 분위기를 자아낸다. 방에 두면 따뜻한 감성.,assets/models/fig_valkyrie_plush.glb,
fig_valkyrie_realistic,리얼의 여신,리얼리스틱,model,SS,220000,실제 인간과 같은 비율과 디테일이 돋보이는 리얼한 피규어. 날카로운 눈빛과 날개에 걸린 먼지까지 생생하게 재현했다. 무거운 갑옷을 두른 채 내려앉는 포즈는 압도적인 존재감을 뿜어낸다.,assets/models/fig_valkyrie_realistic.glb,
fig_valkyrie_stylized,치비 바르키르,스타일라이즈드,model,C,35000,4个头身比例的可爱造型，小巧的翅膀和盔甲显得俏皮可爱。坐在地上摆出落地的姿势，仿佛在说“别怕，我保护你”。非常适合放在手办柜里，作为收藏的亮点。,assets/models/fig_valkyrie_stylized.glb,
fig_valkyrie_vinyl,글로스 비닐,바이닐토이,model,A,95000,"유광 비닐 재질의 디자이너 토이. 매끈한 표면에 빛이 반사되며, 날카로운 창과 날개 디테일이 돋보인다. 수집가들이 선호하는 한정판 느낌의 고급스러운 디자인으로, 소장 가치가 높다.",assets/models/fig_valkyrie_vinyl.glb,
fig_vampire_queen_wooden,목재의 여왕,우드카빙,model,S,180000,"손으로 조각한 목공예품처럼 따뜻한 색감의 갑옷과 코르셋이 어우러져, 고딕적인 분위기를 자아낸다. 입가에 드러난 송곳니와 반쯤 웃는 표정은 위험한 매력을 뿜어낸다. 소장 가치가 높다.",assets/models/fig_vampire_queen_wooden.glb,
fig_witch_queen_chibi,꼬마 마녀,치비,model,C,35000,2个头身比例的可爱造型，戴着宽边帽，坐在扫帚上，双腿交叉，表情神秘。仿佛在说“别怕，我保护你”。非常适合放在手办柜里，作为收藏的亮点。,assets/models/fig_witch_queen_chibi.glb,
fig_witch_queen_clay,점토의 마녀,클레이,model,B,65000,"점토 조각품처럼 따뜻한 색감의 갑옷과 넓은 모자가 어우러져, 마녀의 분위기를 자아낸다. 날개를 펼친 채 내려앉는 포즈는 마치 안아주고 싶게 만드는 포근한 분위기를 자아낸다. 방에 두면 따뜻한 감성.",assets/models/fig_witch_queen_clay.glb,
fig_witch_queen_mech,메카닉 브룸 리얼 퀸,메카닉,model,A,120000,메카닉 아머의 정교한 조인트가 움직이는 듯한 생동감. 브룸에 앉아 교차된 다리의 섹시한 포즈와 미스터리한 미소가 완벽하게 조화. 메탈릭한 광택과 디테일이 수집가들의 마음을 사로잡을 것이다.,assets/models/fig_witch_queen_mech.glb,
fig_witch_queen_metallic,크롬하트 브룸 리얼 퀸,메탈릭,model,S,180000,"폴리싱된 크롬 도금 갑옷이 은은하게 빛나며, 반사된 빛이 매혹적인 분위기를 자아낸다. 섹시한 포즈와 미스터리한 미소가 어우러진 이 피규어는 수집가들의 소유욕을 자극한다.",assets/models/fig_witch_queen_metallic.glb,
fig_witch_queen_pixel,픽셀 아트 브룸 리얼 퀸,복셀픽셀,model,B,80000,"로우폴리 블로키한 픽셀 아트 스타일이 귀여운 매력을 뿜어낸다. 메카닉 아머의 정교함과 픽셀의 단순함이 조화되어, 오타쿠들의 취향을 완벽하게 만족시킬 것이다.",assets/models/fig_witch_queen_pixel.glb,
fig_witch_queen_plush,뭉실 브룸 리얼 퀸,플러시,model,C,50000,"부드러운 플러시 소재가 촉감을 선사하며, 섹시한 포즈와 미스터리한 미소가 더욱 매혹적으로 느껴진다. 책상 위에 올려두면 매일 설레는 하교길이 될 것이다.",assets/models/fig_witch_queen_plush.glb,
fig_witch_queen_realistic,리얼 퀸 브룸 리얼 퀸,리얼리스틱,model,S,250000,"실제 인물과 같은 디테일과 비율이 완벽하게 재현되어, 섹시한 포즈와 미스터리한 미소가 더욱 생동감 있게 느껴진다. 수집가들의 마음을 사로잡을 최고의 피규어다.",assets/models/fig_witch_queen_realistic.glb,
fig_witch_queen_stylized,카툰 브룸 리얼 퀸,스타일라이즈드,model,C,60000,4个头身比例的卡通风格，可爱又俏皮。虽然是卡通风格，但依然保留了神秘微笑和性感的姿势，适合喜欢可爱风格的收藏家。,assets/models/fig_witch_queen_stylized.glb,
fig_witch_queen_wooden,목재 브룸 리얼 퀸,우드카빙,model,B,100000,"손으로 조각한 목재 인형이 따뜻한 분위기를 자아낸다. 섹시한 포즈와 미스터리한 미소가 목재의 질감과 어우러져, 오타쿠들의 취향을 완벽하게 만족시킬 것이다.",assets/models/fig_witch_queen_wooden.glb,
